timestamp,order_id,symbol,side,qty,price,entry_price,notional_usd,profit_usd,profit_pct,portfolio_value_usd,fee_model
2026-04-06T20:39:47.589635+00:00,a8e388b2-9bfe-49b5-9aca-ef33d8cf249c,UNI/USD,sell,85.883771813,3.15615,,271.0621,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-06T21:39:06.700316+00:00,5bfa04a8-ddbc-472c-a397-8a0f85b2c3af,UNI/USD,buy,86.405127,3.1011,,267.9509,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-06T22:37:00.292508+00:00,2ae3e4f4-488b-4609-aa4a-ea14fcec83af,UNI/USD,sell,86.275519309,3.123,,269.4384,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-06T23:07:02.476616+00:00,d3fc380c-f55c-4ecf-9e86-bb2c75b01ee2,ADA/USD,buy,1063.816577,0.245948,,261.6436,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-06T23:35:49.801903+00:00,2d61c2cd-cc8e-4531-b62b-8314bf8fa835,CRV/USD,buy,1292.883213,0.2069,,267.4975,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-07T04:22:01.822224+00:00,4a243fd6-8663-47fa-903a-8d6f52da1bb4,CRV/USD,sell,1289.651004967,0.210937,,272.0351,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-07T05:28:27.317573+00:00,cfdaa748-260d-43fc-881a-43fca20981f5,UNI/USD,buy,87.634994,3.0764,,269.6003,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-07T08:22:31.569835+00:00,5dc2e902-d9c4-4d4c-b853-5d17c2df9bd8,UNI/USD,sell,87.503541509,3.0967,,270.9722,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-07T09:15:15.374537+00:00,afb000ce-886d-4628-9444-4d44af4010f4,UNI/USD,buy,87.739013,3.0764,,269.9203,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-07T11:12:51.363393+00:00,99f7d9e6-c886-4ac6-b95f-9a18d44e996d,UNI/USD,sell,87.60740448,3.0967,,271.2938,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-07T12:06:44.673877+00:00,eb957141-b5f7-44e9-836b-1d5708cd38df,CRV/USD,buy,1308.831366,0.206472,,270.237,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-07T21:12:25.369806+00:00,a39a28a7-1434-4cf9-b911-5bb25d1fb82c,CRV/USD,sell,1306.86811895,0.214319,,280.0867,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-07T22:38:04.959726+00:00,4c616389-c073-49d3-baf7-dabcc79d1907,ADA/USD,sell,1062.220852132,0.260485,,276.6926,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-08T23:05:35.705056+00:00,3b4fc4df-d364-41b0-9a5b-6f3ff3c5656a,AAVE/USD,buy,2.67291,91.194,,243.7534,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-09T22:30:16.731508+00:00,aacd766d-0c1f-4f3e-b8c7-eba3414d29b9,AAVE/USD,sell,2.668900635,93.2939,,248.9921,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-10T03:23:12.328160+00:00,b6e2ba83-73b3-410d-8382-ad1fa162d512,DOT/USD,buy,157.254529,1.2676,,199.3358,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-10T03:36:26.618033+00:00,35f3fc75-a7a2-4257-9a5a-b8c54a12b800,CRV/USD,buy,924.574922,0.215595,,199.3337,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-10T05:35:51.753231+00:00,4cd84366-12d7-4233-80aa-4cfb7ec6d1d0,CRV/USD,sell,923.188059617,0.223169,,206.027,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-10T05:38:36.990009+00:00,e45a259c-1bdb-4326-a559-9c056ebdc50b,DOT/USD,sell,157.018647206,1.3085,,205.4589,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-10T07:55:16.734635+00:00,2ed3aa0c-ecfa-4df2-80b6-57c10b200f5b,DOT/USD,buy,226.902846,1.2661,,287.2817,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-10T09:24:02.025420+00:00,638b1480-9364-410b-9848-0c6292cfa2ce,DOT/USD,sell,226.562491731,1.3085,,296.457,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-10T11:08:30.412327+00:00,74a1b5da-efe2-4801-80ce-e0b92e22d3ec,DOT/USD,buy,153.675864,1.2652,,194.4307,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
